Open Date,metro_name,EV Level2 EVSE Num,EV DC Fast Count,totalnum
1995-08,"Los Angeles-Long Beach, CA",12.0,0.0,12.0
1996-10,"Los Angeles-Long Beach, CA",3.0,0.0,3.0
1997-08,"Los Angeles-Long Beach, CA",29.0,0.0,29.0
1998-05,"Los Angeles-Long Beach, CA",10.0,0.0,10.0
1998-06,"Los Angeles-Long Beach, CA",32.0,0.0,32.0
1998-06,"Sacramento-Roseville, CA",7.0,0.0,7.0
1998-06,"San Jose-San Francisco-Oakland, CA",5.0,0.0,5.0
1998-07,"San Jose-San Francisco-Oakland, CA",1.0,0.0,1.0
1999-10,"Los Angeles-Long Beach, CA",494.0,8.0,502.0
2002-01,"Los Angeles-Long Beach, CA",13.0,0.0,13.0
2002-01,"San Jose-San Francisco-Oakland, CA",2.0,0.0,2.0
2002-02,"Los Angeles-Long Beach, CA",1.0,0.0,1.0
2002-04,"Los Angeles-Long Beach, CA",3.0,0.0,3.0
2002-05,"Los Angeles-Long Beach, CA",24.0,0.0,24.0
2004-05,"Sacramento-Roseville, CA",8.0,0.0,8.0
2004-06,"Sacramento-Roseville, CA",5.0,0.0,5.0
2004-06,"San Jose-San Francisco-Oakland, CA",19.0,0.0,19.0
2004-07,"Sacramento-Roseville, CA",1.0,0.0,1.0
2005-07,"San Jose-San Francisco-Oakland, CA",7.0,1.0,8.0
2006-08,"San Jose-San Francisco-Oakland, CA",1.0,0.0,1.0
2007-01,"New York-Newark, NY-NJ-CT-PA",1.0,0.0,1.0
2008-01,"Sacramento-Roseville, CA",1.0,0.0,1.0
2008-02,"Seattle-Tacoma, WA",2.0,0.0,2.0
2008-07,"Albany-Schenectady, NY",7.0,0.0,7.0
2008-10,"Portland-Vancouver-Salem, OR-WA",3.0,0.0,3.0
2008-11,"Sacramento-Roseville, CA",3.0,0.0,3.0
2008-12,"Sacramento-Roseville, CA",31.0,0.0,31.0
2008-12,"San Jose-San Francisco-Oakland, CA",20.0,0.0,20.0
2009-01,"Portland-Vancouver-Salem, OR-WA",2.0,0.0,2.0
2009-03,"Boston-Worcester-Providence, MA-RI-NH-CT",2.0,0.0,2.0
2009-05,"San Jose-San Francisco-Oakland, CA",2.0,0.0,2.0
2009-06,"San Jose-San Francisco-Oakland, CA",1.0,0.0,1.0
2009-08,"Madison-Janesville-Beloit, WI",2.0,0.0,2.0
2009-08,"San Jose-San Francisco-Oakland, CA",1.0,0.0,1.0
2009-10,"Portland-Vancouver-Salem, OR-WA",1.0,0.0,1.0
2009-11,"Portland-Vancouver-Salem, OR-WA",1.0,0.0,1.0
2009-12,"Seattle-Tacoma, WA",1.0,0.0,1.0
2010-01,"Boston-Worcester-Providence, MA-RI-NH-CT",3.0,0.0,3.0
2010-01,"Knoxville-Morristown-Sevierville, TN",7.0,0.0,7.0
2010-01,"Rochester-Batavia-Seneca Falls, NY",2.0,1.0,3.0
2010-01,"St. Louis-St. Charles-Farmington, MO-IL",2.0,0.0,2.0
2010-01,"Tulsa-Muskogee-Bartlesville, OK",2.0,0.0,2.0
2010-04,"Denver-Aurora, CO",12.0,0.0,12.0
2010-04,"Detroit-Warren-Ann Arbor, MI",1.0,0.0,1.0
2010-04,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",6.0,0.0,6.0
2010-05,"Des Moines-Ames-West Des Moines, IA",2.0,0.0,2.0
2010-05,"New York-Newark, NY-NJ-CT-PA",1.0,0.0,1.0
2010-05,"Tucson-Nogales, AZ",1.0,0.0,1.0
2010-06,"St. Louis-St. Charles-Farmington, MO-IL",1.0,0.0,1.0
2010-08,"Milwaukee-Racine-Waukesha, WI",11.0,0.0,11.0
2010-09,"Boston-Worcester-Providence, MA-RI-NH-CT",4.0,0.0,4.0
2010-10,"Chicago-Naperville, IL-IN-WI",5.0,0.0,5.0
2010-10,"Denver-Aurora, CO",9.0,1.0,10.0
2010-10,"Madison-Janesville-Beloit, WI",2.0,0.0,2.0
2010-10,"Raleigh-Durham-Chapel Hill, NC",2.0,0.0,2.0
2010-11,"Los Angeles-Long Beach, CA",15.0,2.0,17.0
2010-11,"Medford-Grants Pass, OR",1.0,0.0,1.0
2010-11,"Portland-Vancouver-Salem, OR-WA",4.0,0.0,4.0
2010-12,"Charleston-Huntington-Ashland, WV-OH-KY",2.0,0.0,2.0
2010-12,"Chicago-Naperville, IL-IN-WI",57.0,0.0,57.0
2010-12,"Cleveland-Akron-Canton, OH",1.0,0.0,1.0
2010-12,"Columbia-Orangeburg-Newberry, SC",1.0,0.0,1.0
2010-12,"Dallas-Fort Worth, TX-OK",2.0,1.0,3.0
2010-12,"Greenville-Spartanburg-Anderson, SC",6.0,0.0,6.0
2010-12,"Lake Charles-Jennings, LA",1.0,0.0,1.0
2010-12,"New York-Newark, NY-NJ-CT-PA",2.0,0.0,2.0
2010-12,"Salt Lake City-Provo-Orem, UT",4.0,0.0,4.0
2010-12,"Seattle-Tacoma, WA",2.0,0.0,2.0
2011-01,"Charlotte-Concord, NC-SC",1.0,0.0,1.0
2011-01,"Columbus-Marion-Zanesville, OH",4.0,0.0,4.0
2011-01,"Hartford-West Hartford, CT",9.0,0.0,9.0
2011-01,"Milwaukee-Racine-Waukesha, WI",2.0,0.0,2.0
2011-01,"Nashville-Davidson--Murfreesboro, TN",2.0,0.0,2.0
2011-01,"Springfield-Greenfield Town, MA",1.0,0.0,1.0
2011-02,"Chicago-Naperville, IL-IN-WI",3.0,0.0,3.0
2011-02,"Denver-Aurora, CO",2.0,0.0,2.0
2011-02,"Los Angeles-Long Beach, CA",20.0,0.0,20.0
2011-02,"Minneapolis-St. Paul, MN-WI",1.0,0.0,1.0
2011-02,"New York-Newark, NY-NJ-CT-PA",3.0,0.0,3.0
2011-02,"Orlando-Deltona-Daytona Beach, FL",2.0,0.0,2.0
2011-02,"Raleigh-Durham-Chapel Hill, NC",1.0,0.0,1.0
2011-02,"Salt Lake City-Provo-Orem, UT",1.0,0.0,1.0
2011-02,"San Jose-San Francisco-Oakland, CA",8.0,0.0,8.0
2011-02,"St. Louis-St. Charles-Farmington, MO-IL",1.0,0.0,1.0
2011-03,"Amarillo-Borger, TX",3.0,0.0,3.0
2011-03,"Atlanta--Athens-Clarke County--Sandy Springs, GA",23.0,11.0,34.0
2011-03,"Bend-Redmond-Prineville, OR",2.0,1.0,3.0
2011-03,"Birmingham-Hoover-Talladega, AL",2.0,1.0,3.0
2011-03,"Brownsville-Harlingen-Raymondville, TX",2.0,0.0,2.0
2011-03,"Charlotte-Concord, NC-SC",4.0,1.0,5.0
2011-03,"Chattanooga-Cleveland-Dalton, TN-GA-AL",2.0,1.0,3.0
2011-03,"Chicago-Naperville, IL-IN-WI",2.0,0.0,2.0
2011-03,"Columbia-Orangeburg-Newberry, SC",22.0,2.0,24.0
2011-03,"Corpus Christi-Kingsville-Alice, TX",3.0,0.0,3.0
2011-03,"Dallas-Fort Worth, TX-OK",22.0,11.0,33.0
2011-03,"El Paso-Las Cruces, TX-NM",3.0,0.0,3.0
2011-03,"Fayetteville-Lumberton-Laurinburg, NC",2.0,1.0,3.0
2011-03,"Fresno-Madera, CA",4.0,0.0,4.0
2011-03,"Gainesville-Lake City, FL",2.0,0.0,2.0
2011-03,"Greensboro--Winston-Salem--High Point, NC",2.0,0.0,2.0
2011-03,"Greenville-Spartanburg-Anderson, SC",20.0,1.0,21.0
2011-03,"Houston-The Woodlands, TX",20.0,10.0,30.0
2011-03,"Huntsville-Decatur-Albertville, AL",2.0,1.0,3.0
2011-03,"Indianapolis-Carmel-Muncie, IN",9.0,0.0,9.0
2011-03,"Jackson-Brownsville, TN",1.0,0.0,1.0
2011-03,"Jacksonville-St. Marys-Palatka, FL-GA",4.0,1.0,5.0
2011-03,"Johnson City-Kingsport-Bristol, TN-VA",8.0,0.0,8.0
2011-03,"Knoxville-Morristown-Sevierville, TN",11.0,0.0,11.0
2011-03,"Las Vegas-Henderson, NV-AZ",2.0,0.0,2.0
2011-03,"Longview-Marshall, TX",2.0,0.0,2.0
2011-03,"Los Angeles-Long Beach, CA",88.0,30.0,118.0
2011-03,"Lubbock-Levelland, TX",2.0,0.0,2.0
2011-03,"Macon-Bibb County--Warner Robins, GA",2.0,0.0,2.0
2011-03,"Madison-Janesville-Beloit, WI",2.0,0.0,2.0
2011-03,"Martin-Union City, TN-KY",1.0,0.0,1.0
2011-03,"Medford-Grants Pass, OR",2.0,0.0,2.0
2011-03,"Memphis-Forrest City, TN-MS-AR",5.0,1.0,6.0
2011-03,"Miami-Fort Lauderdale-Port St. Lucie, FL",17.0,6.0,23.0
2011-03,"Midland-Odessa, TX",1.0,0.0,1.0
2011-03,"Minneapolis-St. Paul, MN-WI",1.0,0.0,1.0
2011-03,"Mobile-Daphne-Fairhope, AL",2.0,0.0,2.0
2011-03,"Modesto-Merced, CA",4.0,0.0,4.0
2011-03,"Nashville-Davidson--Murfreesboro, TN",16.0,6.0,22.0
2011-03,"North Port-Sarasota, FL",2.0,0.0,2.0
2011-03,"Orlando-Deltona-Daytona Beach, FL",2.0,1.0,3.0
2011-03,"Portland-Vancouver-Salem, OR-WA",19.0,2.0,21.0
2011-03,"Redding-Red Bluff, CA",2.0,0.0,2.0
2011-03,"Sacramento-Roseville, CA",12.0,5.0,17.0
2011-03,"San Jose-San Francisco-Oakland, CA",44.0,14.0,58.0
2011-03,"Seattle-Tacoma, WA",30.0,7.0,37.0
2011-03,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",3.0,1.0,4.0
2011-03,"Springfield-Jacksonville-Lincoln, IL",1.0,0.0,1.0
2011-03,"Tucson-Nogales, AZ",4.0,1.0,5.0
2011-03,"Tyler-Jacksonville, TX",2.0,0.0,2.0
2011-03,"Victoria-Port Lavaca, TX",1.0,0.0,1.0
2011-03,"Virginia Beach-Norfolk, VA-NC",3.0,1.0,4.0
2011-03,"Visalia-Porterville-Hanford, CA",2.0,1.0,3.0
2011-03,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",31.0,11.0,42.0
2011-04,"Bloomington-Pontiac, IL",5.0,0.0,5.0
2011-04,"Boston-Worcester-Providence, MA-RI-NH-CT",1.0,0.0,1.0
2011-04,"Grand Rapids-Wyoming-Muskegon, MI",1.0,0.0,1.0
2011-04,"Greensboro--Winston-Salem--High Point, NC",4.0,1.0,5.0
2011-04,"Hartford-West Hartford, CT",5.0,0.0,5.0
2011-04,"Nashville-Davidson--Murfreesboro, TN",2.0,1.0,3.0
2011-04,"San Jose-San Francisco-Oakland, CA",18.0,2.0,20.0
2011-05,"Detroit-Warren-Ann Arbor, MI",8.0,0.0,8.0
2011-05,"Grand Rapids-Wyoming-Muskegon, MI",2.0,0.0,2.0
2011-05,"Greenville-Spartanburg-Anderson, SC",1.0,0.0,1.0
2011-05,"Madison-Janesville-Beloit, WI",4.0,0.0,4.0
2011-05,"Miami-Fort Lauderdale-Port St. Lucie, FL",7.0,0.0,7.0
2011-05,"Minneapolis-St. Paul, MN-WI",1.0,0.0,1.0
2011-05,"New York-Newark, NY-NJ-CT-PA",8.0,0.0,8.0
2011-05,"Raleigh-Durham-Chapel Hill, NC",2.0,0.0,2.0
2011-05,"Reno-Carson City-Fernley, NV",1.0,0.0,1.0
2011-05,"San Jose-San Francisco-Oakland, CA",4.0,0.0,4.0
2011-05,"Seattle-Tacoma, WA",4.0,0.0,4.0
2011-05,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",16.0,0.0,16.0
2011-06,"Davenport-Moline, IA-IL",1.0,0.0,1.0
2011-06,"Des Moines-Ames-West Des Moines, IA",2.0,0.0,2.0
2011-06,"Detroit-Warren-Ann Arbor, MI",5.0,0.0,5.0
2011-06,"Miami-Fort Lauderdale-Port St. Lucie, FL",3.0,0.0,3.0
2011-06,"New York-Newark, NY-NJ-CT-PA",2.0,0.0,2.0
2011-06,"San Jose-San Francisco-Oakland, CA",14.0,0.0,14.0
2011-06,"Wichita-Arkansas City-Winfield, KS",4.0,0.0,4.0
2011-07,"Atlanta--Athens-Clarke County--Sandy Springs, GA",4.0,0.0,4.0
2011-07,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1.0,0.0,1.0
2011-07,"Detroit-Warren-Ann Arbor, MI",1.0,0.0,1.0
2011-07,"Greenville-Spartanburg-Anderson, SC",2.0,0.0,2.0
2011-07,"Hartford-West Hartford, CT",1.0,0.0,1.0
2011-07,"Johnson City-Kingsport-Bristol, TN-VA",6.0,0.0,6.0
2011-07,"Los Angeles-Long Beach, CA",3.0,0.0,3.0
2011-07,"Miami-Fort Lauderdale-Port St. Lucie, FL",3.0,0.0,3.0
2011-07,"Myrtle Beach-Conway, SC-NC",1.0,0.0,1.0
2011-07,"Nashville-Davidson--Murfreesboro, TN",4.0,0.0,4.0
2011-07,"New Orleans-Metairie-Hammond, LA-MS",3.0,0.0,3.0
2011-07,"Portland-Vancouver-Salem, OR-WA",1.0,0.0,1.0
2011-07,"Raleigh-Durham-Chapel Hill, NC",4.0,0.0,4.0
2011-07,"Sacramento-Roseville, CA",23.0,0.0,23.0
2011-07,"Seattle-Tacoma, WA",3.0,0.0,3.0
2011-07,"Tucson-Nogales, AZ",4.0,0.0,4.0
2011-07,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",1.0,0.0,1.0
2011-08,"Asheville-Brevard, NC",1.0,0.0,1.0
2011-08,"Boston-Worcester-Providence, MA-RI-NH-CT",5.0,0.0,5.0
2011-08,"Charlotte-Concord, NC-SC",6.0,0.0,6.0
2011-08,"Chicago-Naperville, IL-IN-WI",3.0,0.0,3.0
2011-08,"Cincinnati-Wilmington-Maysville, OH-KY-IN",4.0,0.0,4.0
2011-08,"Detroit-Warren-Ann Arbor, MI",3.0,0.0,3.0
2011-08,"Kansas City-Overland Park-Kansas City, MO-KS",2.0,0.0,2.0
2011-08,"Knoxville-Morristown-Sevierville, TN",2.0,0.0,2.0
2011-08,"Las Vegas-Henderson, NV-AZ",2.0,0.0,2.0
2011-08,"Los Angeles-Long Beach, CA",3.0,0.0,3.0
2011-08,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",6.0,0.0,6.0
2011-08,"Medford-Grants Pass, OR",3.0,0.0,3.0
2011-08,"Minneapolis-St. Paul, MN-WI",1.0,0.0,1.0
2011-08,"Nashville-Davidson--Murfreesboro, TN",3.0,0.0,3.0
2011-08,"New Orleans-Metairie-Hammond, LA-MS",1.0,0.0,1.0
2011-08,"New York-Newark, NY-NJ-CT-PA",2.0,0.0,2.0
2011-08,"Orlando-Deltona-Daytona Beach, FL",10.0,0.0,10.0
2011-08,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",2.0,0.0,2.0
2011-08,"Portland-Vancouver-Salem, OR-WA",6.0,0.0,6.0
2011-08,"Raleigh-Durham-Chapel Hill, NC",4.0,2.0,6.0
2011-08,"San Jose-San Francisco-Oakland, CA",13.0,0.0,13.0
2011-08,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",6.0,0.0,6.0
2011-09,"Charlotte-Concord, NC-SC",1.0,0.0,1.0
2011-09,"Columbia-Orangeburg-Newberry, SC",1.0,0.0,1.0
2011-09,"Detroit-Warren-Ann Arbor, MI",3.0,0.0,3.0
2011-09,"Greenville-Spartanburg-Anderson, SC",6.0,0.0,6.0
2011-09,"Hartford-West Hartford, CT",2.0,1.0,3.0
2011-09,"Knoxville-Morristown-Sevierville, TN",2.0,0.0,2.0
2011-09,"Lansing-East Lansing-Owosso, MI",1.0,0.0,1.0
2011-09,"Medford-Grants Pass, OR",1.0,0.0,1.0
2011-09,"Miami-Fort Lauderdale-Port St. Lucie, FL",71.0,0.0,71.0
2011-09,"Minneapolis-St. Paul, MN-WI",1.0,0.0,1.0
2011-09,"New York-Newark, NY-NJ-CT-PA",2.0,0.0,2.0
2011-09,"Pittsburgh-New Castle-Weirton, PA-OH-WV",1.0,0.0,1.0
2011-09,"Raleigh-Durham-Chapel Hill, NC",4.0,0.0,4.0
2011-09,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",2.0,0.0,2.0
2011-10,"Asheville-Brevard, NC",2.0,0.0,2.0
2011-10,"Boston-Worcester-Providence, MA-RI-NH-CT",6.0,0.0,6.0
2011-10,"Cape Coral-Fort Myers-Naples, FL",1.0,0.0,1.0
2011-10,"Cedar Rapids-Iowa City, IA",2.0,0.0,2.0
2011-10,"Chicago-Naperville, IL-IN-WI",2.0,0.0,2.0
2011-10,"Corpus Christi-Kingsville-Alice, TX",2.0,0.0,2.0
2011-10,"Detroit-Warren-Ann Arbor, MI",8.0,0.0,8.0
2011-10,"Greenville-Spartanburg-Anderson, SC",2.0,0.0,2.0
2011-10,"Harrisonburg-Staunton-Waynesboro, VA",2.0,0.0,2.0
2011-10,"Houston-The Woodlands, TX",2.0,0.0,2.0
2011-10,"Knoxville-Morristown-Sevierville, TN",2.0,0.0,2.0
2011-10,"Lansing-East Lansing-Owosso, MI",4.0,0.0,4.0
2011-10,"Minneapolis-St. Paul, MN-WI",10.0,0.0,10.0
2011-10,"New York-Newark, NY-NJ-CT-PA",2.0,0.0,2.0
2011-10,"Orlando-Deltona-Daytona Beach, FL",4.0,0.0,4.0
2011-10,"Portland-Vancouver-Salem, OR-WA",2.0,0.0,2.0
2011-10,"Raleigh-Durham-Chapel Hill, NC",5.0,1.0,6.0
2011-10,"Sacramento-Roseville, CA",7.0,0.0,7.0
2011-10,"Seattle-Tacoma, WA",4.0,0.0,4.0
2011-10,"Tucson-Nogales, AZ",2.0,0.0,2.0
2011-10,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",15.0,0.0,15.0
2011-11,"Albany-Schenectady, NY",6.0,0.0,6.0
2011-11,"Boston-Worcester-Providence, MA-RI-NH-CT",21.0,3.0,24.0
2011-11,"Buffalo-Cheektowaga, NY",7.0,0.0,7.0
2011-11,"Cedar Rapids-Iowa City, IA",4.0,0.0,4.0
2011-11,"Cincinnati-Wilmington-Maysville, OH-KY-IN",2.0,0.0,2.0
2011-11,"Columbia-Moberly-Mexico, MO",2.0,0.0,2.0
2011-11,"Columbus-Marion-Zanesville, OH",8.0,0.0,8.0
2011-11,"Davenport-Moline, IA-IL",1.0,0.0,1.0
2011-11,"Denver-Aurora, CO",2.0,1.0,3.0
2011-11,"Des Moines-Ames-West Des Moines, IA",1.0,0.0,1.0
2011-11,"Detroit-Warren-Ann Arbor, MI",7.0,3.0,10.0
2011-11,"Elmira-Corning, NY",2.0,1.0,3.0
2011-11,"Grand Rapids-Wyoming-Muskegon, MI",8.0,1.0,9.0
2011-11,"Hartford-West Hartford, CT",14.0,3.0,17.0
2011-11,"Hot Springs-Malvern, AR",2.0,0.0,2.0
2011-11,"Ithaca-Cortland, NY",2.0,0.0,2.0
2011-11,"Jonesboro-Paragould, AR",1.0,0.0,1.0
2011-11,"Kalamazoo-Battle Creek-Portage, MI",2.0,0.0,2.0
2011-11,"Kansas City-Overland Park-Kansas City, MO-KS",6.0,0.0,6.0
2011-11,"Little Rock-North Little Rock, AR",8.0,0.0,8.0
2011-11,"Miami-Fort Lauderdale-Port St. Lucie, FL",2.0,1.0,3.0
2011-11,"Minneapolis-St. Paul, MN-WI",2.0,0.0,2.0
2011-11,"New York-Newark, NY-NJ-CT-PA",58.0,16.0,74.0
2011-11,"North Port-Sarasota, FL",4.0,0.0,4.0
2011-11,"Orlando-Deltona-Daytona Beach, FL",7.0,0.0,7.0
2011-11,"Pittsburgh-New Castle-Weirton, PA-OH-WV",5.0,0.0,5.0
2011-11,"Portland-Lewiston-South Portland, ME",2.0,1.0,3.0
2011-11,"Portland-Vancouver-Salem, OR-WA",2.0,0.0,2.0
2011-11,"Raleigh-Durham-Chapel Hill, NC",25.0,0.0,25.0
2011-11,"Rochester-Batavia-Seneca Falls, NY",8.0,0.0,8.0
2011-11,"Saginaw-Midland-Bay City, MI",2.0,0.0,2.0
2011-11,"Salt Lake City-Provo-Orem, UT",3.0,0.0,3.0
2011-11,"Seattle-Tacoma, WA",9.0,0.0,9.0
2011-11,"Sioux City-Vermillion, IA-SD-NE",2.0,0.0,2.0
2011-11,"St. Louis-St. Charles-Farmington, MO-IL",6.0,3.0,9.0
2011-11,"Syracuse-Auburn, NY",3.0,0.0,3.0
2011-11,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",2.0,0.0,2.0
2011-11,"Wausau-Stevens Point-Wisconsin Rapids, WI",2.0,0.0,2.0
2011-12,"Asheville-Brevard, NC",3.0,0.0,3.0
2011-12,"Atlanta--Athens-Clarke County--Sandy Springs, GA",1.0,0.0,1.0
2011-12,"Bloomington-Pontiac, IL",2.0,0.0,2.0
2011-12,"Boston-Worcester-Providence, MA-RI-NH-CT",5.0,0.0,5.0
2011-12,"Cedar Rapids-Iowa City, IA",1.0,0.0,1.0
2011-12,"Charlotte-Concord, NC-SC",8.0,0.0,8.0
2011-12,"Columbus-Marion-Zanesville, OH",6.0,0.0,6.0
2011-12,"Detroit-Warren-Ann Arbor, MI",4.0,0.0,4.0
2011-12,"Grand Rapids-Wyoming-Muskegon, MI",6.0,0.0,6.0
2011-12,"Hartford-West Hartford, CT",3.0,0.0,3.0
2011-12,"Las Vegas-Henderson, NV-AZ",2.0,0.0,2.0
2011-12,"Los Angeles-Long Beach, CA",75.0,0.0,75.0
2011-12,"Madison-Janesville-Beloit, WI",2.0,0.0,2.0
2011-12,"Milwaukee-Racine-Waukesha, WI",2.0,0.0,2.0
2011-12,"Nashville-Davidson--Murfreesboro, TN",5.0,0.0,5.0
2011-12,"New Orleans-Metairie-Hammond, LA-MS",1.0,0.0,1.0
2011-12,"New York-Newark, NY-NJ-CT-PA",3.0,0.0,3.0
2011-12,"Orlando-Deltona-Daytona Beach, FL",7.0,0.0,7.0
2011-12,"Salt Lake City-Provo-Orem, UT",4.0,0.0,4.0
2011-12,"Seattle-Tacoma, WA",84.0,0.0,84.0
2011-12,"South Bend-Elkhart-Mishawaka, IN-MI",3.0,0.0,3.0
2011-12,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",21.0,0.0,21.0
2012-01,"Albany-Schenectady, NY",3.0,0.0,3.0
2012-01,"Appleton-Oshkosh-Neenah, WI",2.0,0.0,2.0
2012-01,"Asheville-Brevard, NC",5.0,0.0,5.0
2012-01,"Atlanta--Athens-Clarke County--Sandy Springs, GA",10.0,2.0,12.0
2012-01,"Birmingham-Hoover-Talladega, AL",9.0,0.0,9.0
2012-01,"Bloomington-Pontiac, IL",6.0,0.0,6.0
2012-01,"Boise City-Mountain Home-Ontario, ID-OR",2.0,1.0,3.0
2012-01,"Boston-Worcester-Providence, MA-RI-NH-CT",39.0,12.0,51.0
2012-01,"Cape Coral-Fort Myers-Naples, FL",5.0,1.0,6.0
2012-01,"Charleston-Huntington-Ashland, WV-OH-KY",1.0,0.0,1.0
2012-01,"Charlotte-Concord, NC-SC",13.0,4.0,17.0
2012-01,"Chattanooga-Cleveland-Dalton, TN-GA-AL",1.0,0.0,1.0
2012-01,"Chicago-Naperville, IL-IN-WI",52.0,9.0,61.0
2012-01,"Cincinnati-Wilmington-Maysville, OH-KY-IN",8.0,2.0,10.0
2012-01,"Cleveland-Akron-Canton, OH",21.0,1.0,22.0
2012-01,"Columbia-Orangeburg-Newberry, SC",6.0,0.0,6.0
2012-01,"Columbus-Auburn-Opelika, GA-AL",4.0,1.0,5.0
2012-01,"Columbus-Marion-Zanesville, OH",5.0,2.0,7.0
2012-01,"Columbus-West Point, MS",2.0,0.0,2.0
2012-01,"Dallas-Fort Worth, TX-OK",3.0,0.0,3.0
2012-01,"Davenport-Moline, IA-IL",2.0,0.0,2.0
2012-01,"Dayton-Springfield-Sidney, OH",6.0,0.0,6.0
2012-01,"Denver-Aurora, CO",29.0,5.0,34.0
2012-01,"Dixon-Sterling, IL",1.0,0.0,1.0
2012-01,"Dothan-Enterprise-Ozark, AL",4.0,0.0,4.0
2012-01,"Eau Claire-Menomonie, WI",2.0,0.0,2.0
2012-01,"Erie-Meadville, PA",2.0,0.0,2.0
2012-01,"Findlay-Tiffin, OH",1.0,0.0,1.0
2012-01,"Fort Wayne-Huntington-Auburn, IN",2.0,0.0,2.0
2012-01,"Gainesville-Lake City, FL",2.0,0.0,2.0
2012-01,"Green Bay-Shawano, WI",2.0,0.0,2.0
2012-01,"Greensboro--Winston-Salem--High Point, NC",11.0,2.0,13.0
2012-01,"Greenville-Spartanburg-Anderson, SC",10.0,0.0,10.0
2012-01,"Greenville-Washington, NC",2.0,1.0,3.0
2012-01,"Harrisburg-York-Lebanon, PA",5.0,0.0,5.0
2012-01,"Harrisonburg-Staunton-Waynesboro, VA",4.0,0.0,4.0
2012-01,"Hartford-West Hartford, CT",6.0,0.0,6.0
2012-01,"Hickory-Lenoir, NC",3.0,1.0,4.0
2012-01,"Houston-The Woodlands, TX",2.0,1.0,3.0
2012-01,"Huntsville-Decatur-Albertville, AL",4.0,0.0,4.0
2012-01,"Idaho Falls-Rexburg-Blackfoot, ID",2.0,1.0,3.0
2012-01,"Indianapolis-Carmel-Muncie, IN",6.0,3.0,9.0
2012-01,"Jackson-Vicksburg-Brookhaven, MS",10.0,0.0,10.0
2012-01,"Jacksonville-St. Marys-Palatka, FL-GA",9.0,4.0,13.0
2012-01,"Kansas City-Overland Park-Kansas City, MO-KS",3.0,0.0,3.0
2012-01,"Knoxville-Morristown-Sevierville, TN",2.0,0.0,2.0
2012-01,"Lafayette-Opelousas-Morgan City, LA",2.0,0.0,2.0
2012-01,"Lafayette-West Lafayette-Frankfort, IN",2.0,0.0,2.0
2012-01,"Lexington-Fayette--Richmond--Frankfort, KY",2.0,0.0,2.0
2012-01,"Lima-Van Wert-Celina, OH",1.0,0.0,1.0
2012-01,"Los Angeles-Long Beach, CA",27.0,1.0,28.0
2012-01,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",2.0,0.0,2.0
2012-01,"Macon-Bibb County--Warner Robins, GA",1.0,0.0,1.0
2012-01,"Madison-Janesville-Beloit, WI",3.0,0.0,3.0
2012-01,"Manhattan-Junction City, KS",2.0,0.0,2.0
2012-01,"Mansfield-Ashland-Bucyrus, OH",2.0,0.0,2.0
2012-01,"McAllen-Edinburg, TX",1.0,0.0,1.0
2012-01,"Miami-Fort Lauderdale-Port St. Lucie, FL",30.0,1.0,31.0
2012-01,"Milwaukee-Racine-Waukesha, WI",7.0,0.0,7.0
2012-01,"Minneapolis-St. Paul, MN-WI",7.0,3.0,10.0
2012-01,"Mobile-Daphne-Fairhope, AL",2.0,0.0,2.0
2012-01,"Monroe-Ruston-Bastrop, LA",2.0,0.0,2.0
2012-01,"Morgantown-Fairmont, WV",2.0,1.0,3.0
2012-01,"Myrtle Beach-Conway, SC-NC",4.0,1.0,5.0
2012-01,"Nashville-Davidson--Murfreesboro, TN",2.0,0.0,2.0
2012-01,"New Bern-Morehead City, NC",2.0,0.0,2.0
2012-01,"New Orleans-Metairie-Hammond, LA-MS",7.0,0.0,7.0
2012-01,"New York-Newark, NY-NJ-CT-PA",44.0,8.0,52.0
2012-01,"North Port-Sarasota, FL",5.0,1.0,6.0
2012-01,"Oklahoma City-Shawnee, OK",7.0,1.0,8.0
2012-01,"Omaha-Council Bluffs-Fremont, NE-IA",2.0,0.0,2.0
2012-01,"Orlando-Deltona-Daytona Beach, FL",18.0,7.0,25.0
2012-01,"Pensacola-Ferry Pass, FL-AL",2.0,0.0,2.0
2012-01,"Peoria-Canton, IL",1.0,0.0,1.0
2012-01,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",42.0,5.0,47.0
2012-01,"Pittsburgh-New Castle-Weirton, PA-OH-WV",17.0,4.0,21.0
2012-01,"Portland-Vancouver-Salem, OR-WA",14.0,0.0,14.0
2012-01,"Pueblo-Cañon City, CO",2.0,1.0,3.0
